node,new_score,original_score,diff(new-origin)
anon_S4015E,565,658,-93
anon_S3748E,859.99,332,527.99
anon_S4693E,877.71,526,351.71
anon_S1582E,761,681,80
anon_S705E,337,337,0
anon_S772E,640,640,0
anon_S1926E,620,643,-23
anon_S5505E,495,495,0
anon_S2396E,849.65,459,390.65
anon_S361E,598,598,0
anon_S3345E,731.98,-1,na
anon_S2659E,898.22,611,287.22
anon_S2626E,748.2,712,36.2
anon_S2928E,899.87,718,181.87
anon_S951E,662,662,0
anon_S904E,-1,-1,na
anon_S1305E,-1,-1,na
anon_S4894E,532,532,0
anon_S1330E,490,490,0
anon_S4539E,743.38,629,114.38
anon_S4689E,695,695,0
anon_S4466E,657.8,358,299.8
anon_S4667E,619,619,0
anon_S3498E,711,694,17
anon_S4239E,596,302,294
anon_S3090E,744.15,412,332.15
anon_S6116E,573,573,0
anon_S3468E,657.8,406,251.8
anon_S1002E,551,551,0
anon_S1611E,736.58,-1,na
anon_S2808E,664,701,-37
anon_S2106E,761,561,200
anon_S5335E,765.55,624,141.55
anon_S1984E,620,555,65
anon_S1282E,585,585,0
anon_S1235E,614,614,0
anon_S5081E,620,760,-140
anon_S3876E,711,503,208
anon_S3390E,674.96,510,164.96
anon_S5116E,-1,-1,na
anon_S3726E,733.14,527,206.14
anon_S4609E,542,542,0
anon_S2510E,657.8,385,272.8
anon_S5422E,771.81,489,282.81
anon_S6102E,628,628,0
anon_S4002E,724.28,-1,na
anon_S4501E,899.87,542,357.87
anon_S1057E,655,655,0
anon_S2073E,677,583,94
anon_S2008E,620,463,157
anon_S3076E,602,561,41
anon_S18E,708,708,0
anon_S2581E,632,586,46
anon_S2576E,717.27,520,197.27
anon_S1684E,731.98,-1,na
anon_S1724E,731.98,535,196.98
anon_S5745E,609,691,-82
anon_S4297E,602,575,27
anon_S534E,778.52,755,23.52
anon_S561E,442,442,0
anon_S3941E,440,427,13
anon_S4527E,484,484,0
anon_S3914E,804.75,745,59.75
anon_S5250E,770,501,269
anon_S864E,666,666,0
anon_S839E,651,651,0
anon_S5557E,666,666,0
anon_S5390E,473,473,0
anon_S4394E,889.53,588,301.53
anon_S4463E,531.28,-1,na
anon_S726E,-1,-1,na
anon_S791E,-1,-1,na
anon_S5147E,736.02,589,147.02
anon_S5448E,717.2,-1,na
anon_S3141E,853.5,683,170.5
anon_S5568E,643,643,0
anon_S2399E,708,654,54
anon_S1067E,544,544,0
anon_S4338E,549,549,0
anon_S3801E,849.65,530,319.65
anon_S151E,-1,-1,na
anon_S2377E,896.84,517,379.84
anon_S104E,738.88,521,217.88
anon_S802E,-1,-1,na
anon_S6082E,744.89,511,233.89
anon_S5010E,710,539,171
anon_S5995E,744.89,-1,na
anon_S596E,717,717,0
anon_S2088E,899.96,643,256.96
anon_S4805E,864.22,575,289.22
anon_S2055E,627,627,0
anon_S1336E,377,377,0
anon_S273E,731.98,412,319.98
anon_S1867E,853.43,628,225.43
anon_S1788E,642,533,109
anon_S3219E,891.96,699,192.96
anon_S4861E,898,649,249
anon_S1210E,635,635,0
anon_S4438E,711,665,46
anon_S1841E,620,614,6
anon_S4181E,-1,-1,na
anon_S2248E,731.98,497,234.98
anon_S2690E,853.43,532,321.43
anon_S5121E,-1,-1,na
anon_S3226E,593,431,162
anon_S5688E,740.28,607,133.28
anon_S5942E,633,633,0
anon_S5044E,540,540,0
anon_S2750E,744,538,206
anon_S2705E,651,567,84
anon_S1565E,744,562,182
anon_S1910E,820.53,511,309.53
anon_S2218E,677,684,-7
anon_S4646E,528,528,0
anon_S436E,-1,-1,na
anon_S234E,-1,-1,na
anon_S2406E,610,615,-5
anon_S4995E,877.71,597,280.71
anon_S5768E,575.85,579,-3.15
anon_S5786E,662,530,132
anon_S5431E,771.81,-1,na
anon_S1350E,309,309,0
anon_S6016E,606,606,0
anon_S2127E,610,684,-74
anon_S2190E,620,609,11
anon_S5608E,588,588,0
anon_S4983E,865.49,544,321.49
anon_S3302E,883.6,-1,na
anon_S1110E,617,617,0
anon_S3299E,731.98,-1,na
anon_S2295E,588,576,12
anon_S2667E,657.8,-1,na
anon_S5274E,609,624,-15
anon_S5713E,495,632,-137
anon_S688E,-1,-1,na
anon_S3059E,525,521,4
anon_S3409E,657.8,-1,na
anon_S4565E,701,701,0
anon_S1630E,365,365,0
anon_S477E,604,604,0
anon_S825E,572,572,0
anon_S4044E,623,607,16
anon_S4853E,828.3,623,205.3
anon_S5066E,865.49,526,339.49
anon_S3895E,440,-1,na
anon_S3840E,601,-1,na
anon_S4628E,897.25,624,273.25
anon_S103E,773.2,634,139.2
anon_S3117E,721,781,-60
anon_S970E,729,729,0
anon_S57E,748.17,571,177.17
anon_S5512E,595,595,0
anon_S3651E,731.98,-1,na
anon_S3621E,723,612,111
anon_S673E,481,481,0
anon_S3022E,711,481,230
anon_S3427E,649,561,88
anon_S5846E,635,436,199
anon_S5479E,743.59,587,156.59
anon_S4417E,657.8,474,183.8
anon_S4948E,605,605,0
anon_S5048E,881.35,620,261.35
anon_S1376E,367,367,0
anon_S6128E,-1,-1,na
anon_S2669E,898.22,585,313.22
anon_S4548E,523,523,0
anon_S5519E,547,547,0
anon_S4428E,658,-1,na
anon_S1195E,-1,-1,na
anon_S5204E,700,712,-12
anon_S612E,-1,-1,na
anon_S2435E,677,523,154
anon_S2442E,709,-1,na
anon_S2E,889.53,740,149.53
anon_S3489E,601,558,43
anon_S1423E,-1,-1,na
anon_S816E,-1,-1,na
anon_S2855E,849.65,559,290.65
anon_S448E,575,575,0
anon_S3131E,623,-1,na
anon_S1162E,-1,-1,na
anon_S3532E,504,504,0
anon_S4922E,892.89,568,324.89
anon_S5864E,864.12,583,281.12
anon_S2719E,889.87,570,319.87
anon_S4377E,-1,-1,na
anon_S1533E,778.52,607,171.52
anon_S2606E,711,-1,na
anon_S5224E,-1,-1,na
anon_S2973E,826.49,-1,na
anon_S5574E,490,490,0
anon_S5892E,599,599,0
anon_S5874E,609,667,-58
anon_S1888E,885.35,567,318.35
anon_S4308E,674.96,502,172.96
anon_S5232E,504,504,0
anon_S1388E,574,574,0
anon_S2733E,849.65,633,216.65
anon_S5104E,717.2,517,200.2
anon_S2799E,588,603,-15
anon_S5263E,886.51,536,350.51
anon_S4635E,505,505,0
anon_S1053E,-1,-1,na
anon_S5921E,555,555,0
anon_S6030E,-1,-1,na
anon_S3633E,731.98,-1,na
anon_S1808E,760,647,113
anon_S4355E,737.58,526,211.58
anon_S4388E,-1,-1,na
anon_S2094E,744,598,146
anon_S3994E,672,530,142
anon_S250E,649,656,-7
anon_S495E,716.79,470,246.79
anon_S170E,780.96,629,151.96
anon_S3252E,632,-1,na
anon_S3203E,849.65,-1,na
anon_S4770E,718,556,162
anon_S4725E,717.2,581,136.2
anon_S4316E,601,-1,na
anon_S2624E,683,543,140
anon_S1482E,502,502,0
anon_S1668E,731.98,567,164.98
anon_S5867E,575.85,569,6.85
anon_S2159E,677,577,100
anon_S1259E,-1,-1,na
anon_S375E,611,611,0
anon_S1024E,603,603,0
anon_S3746E,713,565,148
anon_S89E,900,602,298
anon_S770E,649,649,0
anon_S5631E,899.62,480,419.62
anon_S2394E,898.78,663,235.78
anon_S363E,527,527,0
anon_S1548E,731.98,671,60.98
anon_S185E,892.89,729,163.89
anon_S969E,604,604,0
anon_S4918E,744.7,541,203.7
anon_S2446E,739,372,367
anon_S5087E,620,535,85
anon_S3392E,849.65,592,257.65
anon_S5998E,899.97,551,348.97
anon_S5143E,527,527,0
anon_S208E,749.33,637,112.33
anon_S906E,-1,-1,na
anon_S4661E,620,516,104
anon_S4559E,525,525,0
anon_S5241E,898.55,559,339.55
anon_S4162E,511,511,0
anon_S5872E,575.85,607,-31.15
anon_S5445E,717.2,450,267.2
anon_S1982E,766.31,478,288.31
anon_S1237E,540,540,0
anon_S2802E,853.43,635,218.43
anon_S1427E,620,620,0
anon_S3096E,745.71,614,131.71
anon_S4253E,724.29,552,172.29
anon_S3720E,792,387,405
anon_S4607E,478,478,0
anon_S5858E,744.89,564,180.89
anon_S2104E,683,683,0
anon_S5337E,741.59,555,186.59
anon_S2173E,761,520,241
anon_S128E,647,647,0
anon_S862E,-1,-1,na
anon_S2989E,657.8,-1,na
anon_S2512E,657.8,636,21.8
anon_S5029E,509,509,0
anon_S5244E,770,584,186
anon_S1644E,620,626,-6
anon_S2071E,725.21,524,201.21
anon_S3078E,706,646,60
anon_S4020E,724.29,585,139.29
anon_S4004E,440,344,96
anon_S4503E,659.23,-1,na
anon_S1094E,739,739,0
anon_S4903E,539,539,0
anon_S2529E,749,-1,na
anon_S4075E,812,671,141
anon_S4291E,705,616,89
anon_S288E,731.98,640,91.98
anon_S939E,691,691,0
anon_S4525E,884.62,700,184.62
anon_S3912E,698,592,106
anon_S5747E,575.85,649,-73.15
anon_S1222E,671,671,0
anon_S1947E,617,513,104
anon_S4133E,724.29,544,180.29
anon_S694E,-1,-1,na
anon_S3943E,677,639,38
anon_S3678E,709,614,95
anon_S5396E,-1,-1,na
anon_S4396E,588,513,75
anon_S1032E,-1,-1,na
anon_S4807E,573,573,0
anon_S2057E,731.98,663,68.98
anon_S2465E,711,-1,na
anon_S5551E,495,495,0
anon_S5988E,744.89,544,200.89
anon_S5118E,-1,-1,na
anon_S4625E,717.2,524,193.2
anon_S3143E,721,609,112
anon_S4461E,658,-1,na
anon_S4434E,657.8,-1,na
anon_S793E,654,654,0
anon_S3581E,441,441,0
anon_S1119E,757,757,0
anon_S1460E,565,548,17
anon_S2729E,717.27,551,166.27
anon_S5145E,679.42,452,227.42
anon_S401E,-1,-1,na
anon_S106E,617,617,0
anon_S4080E,899.87,784,115.87
anon_S5012E,895.07,701,194.07
anon_S5206E,663,496,167
anon_S547E,510,510,0
anon_S594E,655,655,0
anon_S6080E,744.89,593,151.89
anon_S3178E,650,-1,na
anon_S6053E,747.04,566,181.04
anon_S6127E,-1,-1,na
anon_S5940E,521,521,0
anon_S5915E,594,594,0
anon_S1869E,588,486,102
anon_S5315E,580,580,0
anon_S4334E,-1,-1,na
anon_S5218E,620,542,78
anon_S271E,731.98,643,88.98
anon_S3817E,578.89,572,6.89
anon_S1464E,723,508,215
anon_S3823E,677,463,214
anon_S4183E,511,511,0
anon_S1847E,677,727,-50
anon_S3220E,899.87,556,343.87
anon_S2707E,893.98,590,303.98
anon_S5198E,700,614,86
anon_S5123E,899.9,-1,na
anon_S5460E,660.92,720,-59.08
anon_S1912E,706,609,97
anon_S5852E,744.89,647,97.89
anon_S4644E,564,564,0
anon_S4087E,711,553,158
anon_S5840E,740.28,-1,na
anon_S4993E,877.71,576,301.71
anon_S5780E,735.78,636,99.78
anon_S4276E,601,655,-54
anon_S4706E,733.3,658,75.3
anon_S2192E,620,605,15
anon_S5358E,450,450,0
anon_S678E,605,605,0
anon_S1216E,587,587,0
anon_S4985E,898.27,-1,na
anon_S3300E,847.26,483,364.26
anon_S3355E,739,599,140
anon_S3707E,724.29,564,160.29
anon_S2665E,744.15,586,158.15
anon_S5276E,609,595,14
anon_S2272E,812,691,121
anon_S5711E,635,791,-156
anon_S4072E,730.4,628,102.4
anon_S4593E,522,522,0
anon_S1632E,607,607,0
anon_S4851E,892.89,521,371.89
anon_S657E,671,671,0
anon_S5060E,620,543,77
anon_S4691E,538,538,0
anon_S3842E,531.28,573,-41.72
anon_S4158E,578,578,0
anon_S4876E,530,530,0
anon_S3115E,650,570,80
anon_S972E,-1,-1,na
anon_S923E,548,548,0
anon_S22E,744,744,0
anon_S3512E,896.39,562,334.39
anon_S55E,897.44,756,141.44
anon_S3569E,461,461,0
anon_S671E,570,570,0
anon_S3020E,749,-1,na
anon_S3933E,849.65,402,447.65
anon_S3452E,744.05,734,10.05
anon_S5590E,745.55,641,104.55
anon_S1151E,595,595,0
anon_S1609E,733.14,696,37.14
anon_S5844E,770,398,372
anon_S1278E,588,588,0
anon_S2535E,531.28,625,-93.72
anon_S5046E,575,575,0
anon_S3769E,674.96,623,51.96
anon_S4258E,565,541,24
anon_S1505E,674.96,523,151.96
anon_S3133E,883.6,457,426.6
anon_S5297E,560,560,0
anon_S3184E,721,-1,na
anon_S4018E,708,534,174
anon_S115E,-1,-1,na
anon_S5743E,609,348,261
anon_S5140E,891.27,726,165.27
anon_S5426E,710,-1,na
anon_S149E,744.34,527,217.34
anon_S5443E,660.92,636,24.92
anon_S4450E,658,311,347
anon_S2440E,525,383,142
anon_S2358E,632,661,-29
anon_S2038E,620,564,56
anon_S3959E,724.29,429,295.29
anon_S4405E,578.89,348,230.89
anon_S1425E,590,590,0
anon_S5805E,609,730,-121
anon_S5305E,549,549,0
anon_S3534E,588,588,0
anon_S2428E,849.65,394,455.65
anon_S4920E,744.84,516,228.84
anon_S754E,643,643,0
anon_S1070E,-1,-1,na
anon_S4505E,-1,-1,na
anon_S338E,607,607,0
anon_S1531E,731.98,596,135.98
anon_S5909E,482,482,0
anon_S5572E,898.55,722,176.55
anon_S5894E,640,640,0
anon_S1886E,731.98,690,41.98
anon_S1778E,749,537,212
anon_S264E,749.3,627,122.3
anon_S3654E,809.98,-1,na
anon_S1197E,592,592,0
anon_S1462E,738.76,438,300.76
anon_S2966E,731.98,715,16.98
anon_S4575E,418,418,0
anon_S5923E,563,563,0
anon_S2096E,898.78,522,376.78
anon_S3992E,565,616,-51
anon_S252E,744.54,655,89.54
anon_S172E,882.09,647,235.09
anon_S3631E,706,578,128
anon_S3664E,677,661,16
anon_S4357E,-1,-1,na
anon_S4727E,745,816,-71
anon_S1480E,664,-1,na
anon_S1666E,593,579,14
anon_S3254E,710,569,141
anon_S3201E,531.28,589,-57.72
anon_S1257E,548,548,0
anon_S373E,477,477,0
anon_S2771E,657.8,568,89.8
anon_S3744E,610,319,291
anon_S3719E,888.3,506,382.3
anon_S1361E,531,531,0
anon_S565E,642,642,0
anon_S5645E,634,634,0
anon_S6024E,-1,-1,na
anon_S1334E,754,754,0
anon_S709E,564,564,0
anon_S776E,582,582,0
anon_S2951E,682.99,517,165.99
anon_S6071E,551,551,0
anon_S2600E,711,692,19
anon_S2971E,853.43,541,312.43
anon_S2392E,711,535,176
anon_S365E,495,495,0
anon_S1120E,499,499,0
anon_S187E,642.81,556,86.81
anon_S5085E,747.19,562,185.19
anon_S3394E,579,627,-48
anon_S3799E,657.8,-1,na
anon_S3722E,598,504,94
anon_S3376E,849.65,577,272.65
anon_S4605E,488,488,0
anon_S4798E,670.61,540,130.61
anon_S206E,-1,-1,na
anon_S900E,535,535,0
anon_S1003E,629,629,0
anon_S920E,658,658,0
anon_S425E,545,545,0
anon_S5863E,609,-1,na
anon_S2882E,879.91,-1,na
anon_S4718E,627,627,0
anon_S6005E,635,667,-32
anon_S1231E,591,591,0
anon_S638E,536,536,0
anon_S3094E,843.73,458,385.73
anon_S4658E,828.3,524,304.3
anon_S5339E,501,501,0
anon_S2171E,843.73,593,250.73
anon_S1980E,853.43,527,326.43
anon_S126E,-1,-1,na
anon_S860E,-1,-1,na
anon_S835E,562,562,0
anon_S4498E,849.83,462,387.83
anon_S3885E,531.28,367,164.28
anon_S4518E,505,505,0
anon_S1474E,849.65,755,94.65
anon_S4558E,-1,-1,na
anon_S5257E,635,617,18
anon_S1096E,711,711,0
anon_S2250E,853.5,611,242.5
anon_S5850E,899.79,605,294.79
anon_S4663E,620,543,77
anon_S3559E,697,697,0
anon_S4905E,829.01,485,344.01
anon_S1720E,732.24,532,200.24
anon_S5749E,609,643,-34
anon_S4293E,601,635,-34
anon_S4224E,-1,-1,na
anon_S3041E,579,482,97
anon_S3945E,440,-1,na
anon_S4523E,856.21,583,273.21
anon_S3910E,748.17,530,218.17
anon_S3475E,672,536,136
anon_S2489E,724.29,654,70.29
anon_S4809E,540,540,0
anon_S2059E,620,570,50
anon_S2467E,525,364,161
anon_S1122E,684,684,0
anon_S5553E,609,656,-47
anon_S5394E,474,474,0
anon_S3145E,650,-1,na
anon_S4241E,596,746,-150
anon_S4436E,657.8,689,-31.2
anon_S795E,473,473,0
anon_S1066E,684,684,0
anon_S2727E,744,-1,na
anon_S4563E,-1,-1,na
anon_S5491E,632,632,0
anon_S5502E,499,499,0
anon_S4063E,602,-1,na
anon_S3681E,578.89,738,-159.11
anon_S2829E,708,613,95
anon_S2077E,626,695,-69
anon_S2409E,708,552,156
anon_S4889E,555,555,0
anon_S5014E,516,684,-168
anon_S403E,-1,-1,na
anon_S2937E,602,-1,na
anon_S592E,879.85,-1,na
anon_S4040E,724.28,-1,na
anon_S991E,672,672,0
anon_S4172E,511,511,0
anon_S1178E,-1,-1,na
anon_S5447E,865.49,545,320.49
anon_S5684E,609,549,60
anon_S5917E,439,439,0
anon_S2748E,744,741,3
anon_S544E,629,629,0
anon_S4154E,503,503,0
anon_S5216E,620,552,68
anon_S5539E,580,580,0
anon_S3610E,736.58,-1,na
anon_S4467E,632,-1,na
anon_S737E,543,543,0
anon_S5939E,631,631,0
anon_S1845E,899.48,580,319.48
anon_S1832E,620,510,110
anon_S3222E,669.96,543,126.96
anon_S4185E,439,439,0
anon_S2701E,748.02,556,192.02
anon_S6045E,712,505,207
anon_S5462E,634,512,122
anon_S1914E,626,487,139
anon_S4089E,578,-1,na
anon_S6118E,677,677,0
anon_S5602E,658,658,0
anon_S1743E,620,571,49
anon_S3368E,434,557,-123
anon_S3374E,588,534,54
anon_S4274E,650,413,237
anon_S4623E,717.2,443,274.2
anon_S4751E,717.2,563,154.2
anon_S4704E,660.92,716,-55.08
anon_S4114E,849.65,594,255.65
anon_S1214E,664,664,0
anon_S1932E,867.34,585,282.34
anon_S3787E,531.28,529,2.28
anon_S4149E,642,-1,na
anon_S3357E,724.29,590,134.29
anon_S3705E,809.98,714,95.98
anon_S1573E,889.53,-1,na
anon_S2194E,620,545,75
anon_S604E,-1,-1,na
anon_S2299E,620,531,89
anon_S2663E,897.47,592,305.47
anon_S5270E,609,596,13
anon_S4987E,877.71,525,352.71
anon_S3295E,674.96,606,68.96
anon_S3248E,525,556,-31
anon_S1634E,-1,-1,na
anon_S2414E,657.8,320,337.8
anon_S4236E,601,597,4
anon_S551E,685,685,0
anon_S659E,637,637,0
anon_S3008E,681,552,129
anon_S4591E,586,586,0
anon_S4121E,647,591,56
anon_S3844E,677,538,139
anon_S473E,468,468,0
anon_S5317E,747,747,0
anon_S5667E,591,591,0
anon_S20E,820.45,624,196.45
anon_S3955E,724.29,330,394.29
anon_S5062E,620,567,53
anon_S3899E,601,-1,na
anon_S3450E,747.91,-1,na
anon_S3088E,853.5,596,257.5
anon_S3922E,723,517,206
anon_S5739E,609,753,-144
anon_S5782E,609,562,47
anon_S5842E,770,679,91
anon_S677E,-1,-1,na
anon_S5994E,744.89,682,62.89
anon_S3862E,657.8,470,187.8
anon_S3819E,711,571,140
anon_S2136E,733.14,684,49.14
anon_S5389E,510,510,0
anon_S2422E,849.65,439,410.65
anon_S3168E,733.14,-1,na
anon_S502E,664,664,0
anon_S5295E,504,504,0
anon_S3186E,721,-1,na
anon_S5665E,794,794,0
anon_S3536E,663,663,0
anon_S2473E,647,545,102
anon_S5344E,629,629,0
anon_S5419E,771.81,-1,na
anon_S3062E,711,646,65
anon_S3971E,724.29,773,-48.71
anon_S419E,599,599,0
anon_S4757E,717.2,-1,na
anon_S3648E,578.89,598,-19.11
anon_S5453E,734,629,105
anon_S4123E,623,-1,na
anon_S4427E,658,-1,na
anon_S3113E,650,511,139
anon_S974E,588,588,0
anon_S229E,649,649,0
anon_S921E,436,436,0
anon_S3510E,644,571,73
anon_S5753E,899.86,572,327.86
anon_S4879E,454,454,0
anon_S4926E,737.54,680,57.54
anon_S4107E,858.18,521,337.18
anon_S756E,-1,-1,na
anon_S5248E,740.28,521,219.28
anon_S2356E,731.98,528,203.98
anon_S4479E,714.42,-1,na
anon_S5174E,899.4,537,362.4
anon_S4327E,601,572,29
anon_S5451E,873.34,456,417.34
anon_S1113E,-1,-1,na
anon_S1199E,538,538,0
anon_S2364E,651,683,-32
anon_S1015E,361,361,0
anon_S1384E,743.19,619,124.19
anon_S2090E,669.96,635,34.96
anon_S3990E,632,548,84
anon_S4577E,892.96,536,356.96
anon_S4030E,578.89,335,243.89
anon_S499E,685,685,0
anon_S174E,899.9,737,162.9
anon_S3666E,623,-1,na
anon_S4351E,446,446,0
anon_S4458E,593,-1,na
anon_S4813E,586,586,0
anon_S2628E,891.96,581,310.96
anon_S1486E,853.43,627,226.43
anon_S4564E,528,528,0
anon_S1815E,617,565,52
anon_S1033E,629,629,0
anon_S3256E,899.87,545,354.87
anon_S4721E,892.95,535,357.95
anon_S1208E,667,667,0
anon_S371E,508,508,0
anon_S2773E,849.83,590,259.83
anon_S1664E,733.14,583,150.14
anon_S5647E,616,616,0
anon_S2155E,883.2,672,211.2
anon_S5362E,574,574,0
anon_S2188E,708,482,226
anon_S5961E,512,512,0
anon_S1255E,548,548,0
anon_S2602E,761,533,228
anon_S5476E,896.47,696,200.47
anon_S5525E,623,623,0
anon_S5570E,888.86,485,403.86
anon_S5896E,514,514,0
anon_S1884E,620,654,-34
anon_S85E,866.13,704,162.13
anon_S4442E,626,-1,na
anon_S774E,596,422,174
anon_S1979E,620,571,49
anon_S2390E,525,508,17
anon_S367E,739,739,0
anon_S5137E,738.09,602,136.09
anon_S5311E,621,621,0
anon_S181E,744.34,575,169.34
anon_S3396E,530,620,-90
anon_S3829E,596,581,15
anon_S3321E,899.87,576,323.87
anon_S1378E,604,604,0
anon_S4603E,536,536,0
anon_S4093E,677,-1,na
anon_S2108E,891.96,512,379.96
anon_S204E,830.09,506,324.09
anon_S902E,638,638,0
anon_S1759E,891.96,574,317.96
anon_S4200E,885.35,550,335.35
anon_S5770E,609,533,76
anon_S4248E,657.8,442,215.8
anon_S3419E,657.8,432,225.8
anon_S6063E,635,720,-85
anon_S3742E,578.89,324,254.89
anon_S210E,-1,-1,na
anon_S5587E,716,716,0
anon_S4743E,717.2,595,122.2
anon_S2177E,723,723,0
anon_S1288E,542,542,0
anon_S1233E,496,496,0
