node,new_score,original_score,diff(new-origin)
anon_S5748E,899.99,482,417.99
anon_S4557E,436,436,0
anon_S5984E,874.42,292,582.42
anon_S3944E,642,737,-95
anon_S3911E,647,543,104
anon_S3474E,516,516,0
anon_S4524E,785.73,512,273.73
anon_S5086E,616,542,74
anon_S3395E,579,581,-2
anon_S3377E,692,527,165
anon_S5672E,491,491,0
anon_S209E,532,532,0
anon_S901E,602,602,0
anon_S4270E,531.28,549,-17.72
anon_S402E,-1,-1,na
anon_S2828E,664,527,137
anon_S453E,748.24,629,119.24
anon_S3682E,593,517,76
anon_S2408E,525,500,25
anon_S4888E,892.96,471,421.96
anon_S2070E,620,490,130
anon_S5013E,828.3,472,356.3
anon_S3251E,588,587,1
anon_S595E,602,602,0
anon_S990E,617,617,0
anon_S6081E,744.89,591,153.89
anon_S4419E,647,510,137
anon_S4057E,593,-1,na
anon_S127E,561,561,0
anon_S863E,548,548,0
anon_S4499E,632,391,241
anon_S2513E,531.28,670,-138.72
anon_S5028E,346,346,0
anon_S2988E,711,692,19
anon_S3079E,739,619,120
anon_S4005E,642,657,-15
anon_S4050E,731.98,-1,na
anon_S1333E,651,651,0
anon_S1095E,-1,-1,na
anon_S1846E,792,576,216
anon_S3223E,531.28,562,-30.72
anon_S4182E,606,606,0
anon_S4469E,657.8,273,384.8
anon_S2706E,651,519,132
anon_S2303E,849.83,639,210.83
anon_S3701E,747.44,561,186.44
anon_S2891E,849.83,590,259.83
anon_S4397E,657.8,426,231.8
anon_S2488E,761,538,223
anon_S4808E,572,572,0
anon_S2466E,891.96,510,381.96
anon_S2056E,761,587,174
anon_S2270E,564,564,0
anon_S5395E,466,466,0
anon_S3679E,695,611,84
anon_S3144E,610,-1,na
anon_S1157E,-1,-1,na
anon_S2889E,434,591,-157
anon_S6059E,594,497,97
anon_S5490E,567,567,0
anon_S2728E,730.4,550,180.4
anon_S4929E,487,487,0
anon_S1933E,747.44,501,246.44
anon_S1948E,578,-1,na
anon_S1217E,-1,-1,na
anon_S4956E,733.3,538,195.3
anon_S4984E,897.78,650,247.78
anon_S3301E,690,643,47
anon_S3704E,724.29,635,89.29
anon_S3354E,879.91,584,295.91
anon_S2451E,711,747,-36
anon_S2193E,899.98,605,294.98
anon_S2662E,531.28,613,-81.72
anon_S5277E,609,582,27
anon_S1774E,620,514,106
anon_S5710E,899.22,646,253.22
anon_S3294E,735.08,-1,na
anon_S3249E,644,608,36
anon_S5685E,609,634,-25
anon_S5941E,402,402,0
anon_S5914E,493,493,0
anon_S1868E,896.39,524,372.39
anon_S4335E,-1,-1,na
anon_S270E,731.98,592,139.98
anon_S2939E,578,-1,na
anon_S4022E,724.28,-1,na
anon_S736E,569,569,0
anon_S3089E,849.65,520,329.65
anon_S3932E,888.3,561,327.3
anon_S3453E,601,593,8
anon_S1608E,575,-1,na
anon_S5843E,744.89,662,82.89
anon_S655E,597,597,0
anon_S4834E,700,700,0
anon_S1279E,762,762,0
anon_S670E,390,390,0
anon_S4900E,688,688,0
anon_S5045E,606,606,0
anon_S3863E,711,754,-43
anon_S3818E,616,540,76
anon_S1590E,891.96,595,296.96
anon_S1063E,580,580,0
anon_S1915E,899.78,629,270.78
anon_S4645E,502,502,0
anon_S4088E,849.83,579,270.83
anon_S4990E,877.71,551,326.71
anon_S5781E,609,439,170
anon_S4275E,659.23,710,-50.77
anon_S4202E,731.98,-1,na
anon_S4705E,733.3,673,60.3
anon_S973E,714,714,0
anon_S3114E,716,631,85
anon_S3958E,724.29,595,129.29
anon_S5835E,874.42,694,180.42
anon_S4104E,858.18,474,384.18
anon_S2856E,565,569,-4
anon_S2441E,531.28,602,-70.72
anon_S4927E,493,493,0
anon_S4590E,421,421,0
anon_S1633E,560,560,0
anon_S931E,345,345,0
anon_S6066E,594,600,-6
anon_S4850E,747.16,-1,na
anon_S4412E,588,591,-3
anon_S3009E,760,344,416
anon_S1006E,546,546,0
anon_S3898E,657.8,431,226.8
anon_S3845E,748.2,-1,na
anon_S4690E,566,566,0
anon_S4159E,557,557,0
anon_S470E,605,605,0
anon_S3511E,601,751,-150
anon_S54E,834.89,730,104.89
anon_S23E,661,661,0
anon_S5063E,828.3,438,390.3
anon_S4622E,850.23,520,330.23
anon_S1196E,-1,-1,na
anon_S2308E,826.49,550,276.49
anon_S2091E,744,552,192
anon_S3991E,596,663,-67
anon_S1056E,672,672,0
anon_S4031E,642,-1,na
anon_S173E,800.12,664,136.12
anon_S3667E,736.58,638,98.58
anon_S4350E,-1,-1,na
anon_S528E,717,717,0
anon_S5294E,398,398,0
anon_S503E,565,565,0
anon_S3132E,733.14,509,224.14
anon_S3537E,596,596,0
anon_S3185E,746.86,619,127.86
anon_S925E,620,620,0
anon_S3063E,657.8,304,353.8
anon_S5682E,609,593,16
anon_S3649E,647,-1,na
anon_S817E,487,487,0
anon_S777E,716,716,0
anon_S2601E,761,646,115
anon_S5256E,462,462,0
anon_S5571E,896.28,524,372.28
anon_S364E,495,495,0
anon_S2393E,669.96,516,153.96
anon_S84E,899.76,505,394.76
anon_S4246E,579,-1,na
anon_S1121E,-1,-1,na
anon_S708E,635,635,0
anon_S2749E,792,710,82
anon_S5589E,899.22,694,205.22
anon_S608E,-1,-1,na
anon_S3931E,623,-1,na
anon_S186E,899.88,-1,na
anon_S755E,557,557,0
anon_S788E,593,593,0
anon_S2247E,778.52,520,258.52
anon_S339E,524,524,0
anon_S3580E,565,533,32
anon_S1530E,708,583,125
anon_S5999E,744.89,515,229.89
anon_S1885E,898.22,563,335.22
anon_S5895E,655,655,0
anon_S3626E,840.68,-1,na
anon_S2975E,708,568,140
anon_S1655E,731.98,-1,na
anon_S1517E,700.05,657,43.05
anon_S3745E,632,343,289
anon_S4719E,508,508,0
anon_S5238E,770,675,95
anon_S211E,-1,-1,na
anon_S3095E,721,-1,na
anon_S2814E,899.86,583,316.86
anon_S2109E,738,738,0
anon_S2176E,696,530,166
anon_S5338E,795.21,621,174.21
anon_S5210E,733.3,595,138.3
anon_S1289E,620,620,0
anon_S1981E,713,656,57
anon_S1232E,380,380,0
anon_S279E,892.92,598,294.92
anon_S1487E,708,570,138
anon_S2213E,858.18,554,304.18
anon_S1814E,636,521,115
anon_S1665E,626,498,128
anon_S5548E,611,611,0
anon_S3255E,739,612,127
anon_S3200E,895.35,510,385.35
anon_S4726E,743.25,699,44.25
anon_S1254E,747,747,0
anon_S1209E,-1,-1,na
anon_S370E,516,516,0
anon_S2772E,669.96,544,125.96
anon_S3718E,674.96,641,33.96
anon_S2154E,692,533,159
anon_S2537E,550,550,0
anon_S2189E,700.05,572,128.05
anon_S5644E,562,562,0
anon_S5163E,-1,-1,na
anon_S5960E,716,716,0
anon_S4169E,430,430,0
anon_S5662E,603,603,0
anon_S3558E,594,594,0
anon_S4904E,899.52,700,199.52
anon_S1721E,677,507,170
anon_S4292E,730.4,565,165.4
anon_S4225E,713,743,-30
anon_S691E,747,747,0
anon_S3946E,725.21,726,-0.79
anon_S3040E,711,558,153
anon_S5446E,898.27,593,305.27
anon_S3476E,525,-1,na
anon_S4522E,883.75,694,189.75
anon_S5084E,620,675,-55
anon_S3397E,579,318,261
anon_S3320E,846.87,616,230.87
anon_S3375E,792,705,87
anon_S3798E,-1,-1,na
anon_S4602E,566,566,0
anon_S3723E,681,776,-95
anon_S4799E,880.24,537,343.24
anon_S4043E,739,672,67
anon_S207E,681,681,0
anon_S903E,562,562,0
anon_S5340E,700,700,0
anon_S4440E,899.87,540,359.87
anon_S4256E,769.9,525,244.9
anon_S5771E,609,635,-26
anon_S3418E,896.32,655,241.32
anon_S4831E,733.3,611,122.3
anon_S2076E,899.87,451,448.87
anon_S5015E,710,636,74
anon_S5524E,477,477,0
anon_S404E,-1,-1,na
anon_S5838E,609,-1,na
anon_S451E,-1,-1,na
anon_S3680E,695,624,71
anon_S593E,859.99,686,173.99
anon_S996E,624,624,0
anon_S1177E,596,596,0
anon_S1431E,644,644,0
anon_S107E,731.98,690,41.98
anon_S4632E,620,749,-129
anon_S125E,542,542,0
anon_S861E,-1,-1,na
anon_S834E,607,607,0
anon_S3638E,724.29,474,250.29
anon_S3884E,642,490,152
anon_S1311E,541,541,0
anon_S877E,-1,-1,na
anon_S68E,898.87,626,272.87
anon_S4007E,724.29,629,95.29
anon_S1097E,626,626,0
anon_S5938E,475,475,0
anon_S1844E,748.2,677,71.2
anon_S1833E,677,569,108
anon_S4213E,899.87,710,189.87
anon_S1112E,680,680,0
anon_S1042E,543,543,0
anon_S4184E,-1,-1,na
anon_S2965E,723.17,588,135.17
anon_S1068E,576,576,0
anon_S2700E,792,550,242
anon_S5465E,717.2,496,221.2
anon_S2460E,588,598,-10
anon_S2058E,879.5,514,365.5
anon_S5552E,720.07,537,183.07
anon_S4431E,602,-1,na
anon_S796E,-1,-1,na
anon_S6122E,-1,-1,na
anon_S5492E,348,348,0
anon_S309E,731.98,-1,na
anon_S5115E,627,627,0
anon_S5438E,777,777,0
anon_S3146E,899.48,636,263.48
anon_S1931E,730.4,544,186.4
anon_S1215E,621,621,0
anon_S597E,621,621,0
anon_S1551E,891.96,530,361.96
anon_S2195E,620,641,-21
anon_S992E,553,553,0
anon_S5271E,609,571,38
anon_S4986E,877.71,612,265.71
anon_S3356E,531.28,-1,na
anon_S3296E,747.3,542,205.3
anon_S5367E,453,453,0
anon_S2660E,897.47,550,347.47
anon_S2635E,899.87,544,355.87
anon_S2298E,620,609,11
anon_S5687E,609,454,155
anon_S5302E,680,680,0
anon_S5916E,596,596,0
anon_S5353E,541,541,0
anon_S4333E,-1,-1,na
anon_S5217E,712.04,581,131.04
anon_S5538E,690,690,0
anon_S3611E,849.65,540,309.65
anon_S734E,561,561,0
anon_S2287E,695,544,151
anon_S5738E,609,583,26
anon_S5783E,609,526,83
anon_S1331E,-1,-1,na
anon_S3261E,731.98,-1,na
anon_S2920E,761,713,48
anon_S4312E,730.4,-1,na
anon_S616E,534,534,0
anon_S676E,586,586,0
anon_S3451E,657.8,504,153.8
anon_S3861E,677,513,164
anon_S2813E,352,514,-162
anon_S2137E,713,783,-70
anon_S5612E,549,549,0
anon_S1593E,898.78,565,333.78
anon_S5043E,562,516,46
anon_S3773E,440,-1,na
anon_S5638E,570,570,0
anon_S1917E,812,581,231
anon_S5635E,512,512,0
anon_S3369E,731.98,-1,na
anon_S4752E,717.2,505,212.2
anon_S4703E,743.25,693,50.25
anon_S4828E,749.09,508,241.09
anon_S1050E,633,633,0
anon_S291E,900,678,222
anon_S975E,546,546,0
anon_S3112E,885.25,686,199.25
anon_S3517E,601,533,68
anon_S21E,602,602,0
anon_S217E,-1,-1,na
anon_S2947E,731.98,-1,na
anon_S4064E,812,537,275
anon_S5752E,575.85,616,-40.15
anon_S2447E,647,401,246
anon_S1426E,580,580,0
anon_S1635E,712,712,0
anon_S1020E,-1,-1,na
anon_S658E,615,615,0
anon_S4596E,-1,-1,na
anon_S472E,732.24,588,144.24
anon_S4103E,711,636,75
anon_S4978E,898.27,603,295.27
anon_S5038E,737.54,600,137.54
anon_S3847E,730.4,616,114.4
anon_S5807E,575.85,636,-60.15
anon_S1400E,750,750,0
anon_S1198E,558,558,0
anon_S1385E,-1,-1,na
anon_S2792E,725.21,681,44.21
anon_S6068E,841.35,603,238.35
anon_S6099E,424,424,0
anon_S1058E,628,628,0
anon_S4033E,632,595,37
anon_S175E,895.29,494,401.29
anon_S3661E,840.29,545,295.29
anon_S4352E,656,656,0
anon_S4383E,449,449,0
anon_S1690E,853.43,553,300.43
anon_S2093E,711,547,164
anon_S2429E,849.65,525,324.65
anon_S2024E,849.65,731,118.65
anon_S4024E,632,529,103
anon_S5292E,493,493,0
anon_S3169E,849.65,605,244.65
anon_S3539E,551,551,0
anon_S3187E,525,568,-43
anon_S6012E,522,522,0
anon_S4925E,733.3,584,149.3
anon_S4079E,649,649,0
anon_S1700E,687,643,44
anon_S3061E,745,589,156
anon_S3970E,812,702,110
anon_S2559E,658,-1,na
anon_S3647E,736.58,-1,na
anon_S840E,-1,-1,na
anon_S815E,677,656,21
anon_S2603E,891.96,505,386.96
anon_S2206E,620,466,154
anon_S1883E,845.39,622,223.39
anon_S5897E,566,566,0
anon_S1878E,896.25,690,206.25
anon_S4166E,-1,-1,na
anon_S86E,885.56,649,236.56
anon_S1123E,565,565,0
anon_S775E,705,705,0
anon_S1978E,705,662,43
anon_S366E,548,548,0
anon_S2391E,892.92,620,272.92
anon_S5136E,748.14,618,130.14
anon_S180E,899.66,749,150.66
anon_S5959E,550,550,0
anon_S6020E,505,505,0
anon_S498E,714.5,464,250.5
anon_S6075E,899.94,558,341.94
anon_S3582E,630,626,4
anon_S937E,634,634,0
anon_S1118E,649,649,0
anon_S757E,657.8,597,60.8
anon_S683E,548,548,0
anon_S4378E,-1,-1,na
anon_S6057E,732.95,516,216.95
anon_S3743E,525,471,54
anon_S4620E,808.9,-1,na
anon_S2249E,578.89,657,-78.11
anon_S5584E,864.12,666,198.12
anon_S213E,-1,-1,na
anon_S1618E,747.44,570,177.44
anon_S2235E,761,556,205
anon_S3927E,724.29,603,121.29
anon_S6100E,355,355,0
anon_S1816E,891.96,735,156.96
anon_S3257E,858.18,456,402.18
anon_S4720E,624,624,0
anon_S1485E,636,509,127
anon_S2629E,894.92,585,309.92
anon_S2774E,733.14,717,16.14
anon_S1663E,649,-1,na
anon_S2156E,620,666,-46
anon_S5314E,411,411,0
anon_S2883E,578.89,682,-103.11
anon_S5962E,756,756,0
anon_S1252E,-1,-1,na
anon_S5856E,744.89,609,135.89
anon_S2571E,724.29,341,383.29
anon_S2524E,657.8,493,164.8
anon_S6055E,899.79,544,355.79
anon_S512E,657.8,614,43.8
anon_S1307E,591,591,0
anon_S646E,-1,-1,na
anon_S3470E,601,450,151
anon_S1000E,553,553,0
anon_S5521E,609,609,0
anon_S3322E,826.49,-1,na
anon_S3373E,883.6,-1,na
anon_S3828E,602,495,107
anon_S4600E,540,540,0
anon_S4655E,620,591,29
anon_S2254E,649,588,61
anon_S2174E,620,675,-55
anon_S1572E,733.14,737,-3.86
anon_S1758E,578.89,604,-25.11
anon_S5773E,609,559,50
anon_S1076E,666,666,0
anon_S1369E,749,749,0
anon_S205E,-1,-1,na
anon_S398E,676,676,0
anon_S2301E,620,506,114
anon_S3416E,579,685,-106
anon_S2404E,685,605,80
anon_S2459E,593,551,42
anon_S2074E,825.78,628,197.78
anon_S2003E,602,480,122
anon_S2877E,878.01,504,374.01
anon_S2977E,879.91,728,151.91
anon_S158E,851.44,663,188.44
anon_S2824E,657.8,601,56.8
anon_S809E,578.89,616,-37.11
anon_S3686E,578,-1,na
anon_S1175E,-1,-1,na
anon_S4614E,861.73,590,271.73
anon_S5017E,559,587,-28
anon_S5309E,646,646,0
anon_S2726E,531.28,591,-59.72
anon_S591E,723.17,659,64.17
anon_S994E,574,574,0
anon_S941E,618,618,0
anon_S693E,644,644,0
anon_S3042E,588,568,20
anon_S6017E,718,718,0
anon_S3886E,657.8,476,181.8
anon_S123E,-1,-1,na
anon_S836E,659,659,0
anon_S66E,746.84,516,230.84
anon_S1091E,676,676,0
anon_S5936E,524,524,0
anon_S4573E,620,717,-97
anon_S2724E,747.44,547,200.44
anon_S1470E,620,514,106
anon_S4186E,502,502,0
anon_S2699E,748.02,526,222.02
anon_S3690E,566,-1,na
anon_S879E,641,641,0
anon_S3628E,834.89,596,238.89
anon_S1831E,661,642,19
anon_S5473E,-1,-1,na
anon_S5556E,705.37,571,134.37
anon_S5144E,498,498,0
anon_S5399E,553,553,0
anon_S4126E,525,579,-54
anon_S2462E,525,301,224
anon_S1303E,719,719,0
anon_S4409E,601,651,-50
anon_S2321E,696,434,262
anon_S3148E,896.39,553,343.39
anon_S1153E,-1,-1,na
anon_S4484E,440,595,-155
anon_S1576E,711,751,-40
anon_S1100E,317,317,0
anon_S1553E,894,442,452
anon_S4554E,-1,-1,na
anon_S2197E,747.91,543,204.91
anon_S1155E,673,673,0
anon_S1937E,739,516,223
anon_S4988E,877.71,538,339.71
anon_S3350E,588,584,4
anon_S2637E,717.27,538,179.27
anon_S2953E,845.41,635,210.41
anon_S2230E,681,571,110
anon_S5910E,616,616,0
anon_S919E,776,776,0
anon_S5128E,-1,-1,na
anon_S2702E,898.22,642,256.22
anon_S2307E,895.35,529,366.35
anon_S5681E,864.12,654,210.12
anon_S2968E,731.98,-1,na
anon_S3613E,681,602,79
anon_S4331E,790.84,556,234.84
anon_S4364E,744.01,595,149.01
anon_S732E,750,750,0
anon_S2619E,657.8,439,218.8
anon_S2935E,636,484,152
anon_S3263E,378,604,-226
anon_S1326E,-1,-1,na
anon_S4701E,737.54,330,407.54
anon_S674E,628,628,0
anon_S351E,602,602,0
anon_S3085E,657.8,-1,na
anon_S3457E,849.65,543,306.65
anon_S2135E,721,-1,na
anon_S5610E,550,550,0
anon_S1999E,792,716,76
anon_S5041E,710,685,25
anon_S3867E,704,533,171
anon_S3737E,713,530,183
anon_S1338E,-1,-1,na
anon_S3290E,706,681,25
anon_S1919E,705,704,1
anon_S5182E,738.53,524,214.53
anon_S5328E,533,533,0
anon_S293E,554,554,0
anon_S977E,688,688,0
anon_S3110E,733.14,568,165.14
anon_S3515E,711,436,275
anon_S3562E,589,589,0
anon_S27E,690,690,0
anon_S1739E,751,751,0
anon_S5750E,609,737,-128
anon_S1348E,589,589,0
anon_S2445E,647,564,83
anon_S5456E,718,529,189
anon_S3439E,711,417,294
anon_S1428E,627,627,0
anon_S5993E,899.95,579,320.95
anon_S3761E,883.6,795,88.6
anon_S5643E,550,550,0
anon_S4594E,309,309,0
anon_S1637E,506,506,0
anon_S3849E,879.5,718,161.5
anon_S1406E,-1,-1,na
anon_S1365E,541,541,0
anon_S4676E,545,545,0
anon_S1705E,756.81,576,180.81
anon_S2955E,578.89,719,-140.11
anon_S2790E,812,763,49
anon_S2368E,760,549,211
anon_S49E,723,723,0
anon_S1508E,748.2,683,65.2
anon_S4035E,724.29,405,319.29
anon_S1387E,610,610,0
anon_S4381E,571,571,0
anon_S2490E,858.18,546,312.18
anon_S4810E,528,528,0
anon_S2026E,620,542,78
anon_S3181E,849.65,673,176.65
anon_S2363E,674.96,551,123.96
anon_S2550E,602,564,38
anon_S4950E,541,541,0
anon_S5290E,609,483,126
anon_S507E,525,525,0
anon_S3067E,601,609,-8
anon_S1061E,555,555,0
anon_S3972E,578,-1,na
anon_S4068E,721,655,66
anon_S1136E,631,631,0
anon_S3645E,893.98,595,298.98
anon_S842E,-1,-1,na
anon_S813E,744,744,0
anon_S2400E,744.05,489,255.05
anon_S2048E,896.39,533,363.39
anon_S1881E,713,670,43
anon_S2455E,657.8,317,340.8
anon_S1876E,891.96,-1,na
anon_S4445E,657.8,-1,na
anon_S368E,620,581,39
anon_S5161E,532,532,0
anon_S5134E,-1,-1,na
anon_S80E,899.68,718,181.68
anon_S9E,748.74,725,23.74
anon_S182E,766.76,474,292.76
anon_S4476E,899.87,-1,na
anon_S4928E,538,538,0
anon_S177E,747.16,577,170.16
anon_S3663E,840.68,489,351.68
anon_S2847E,739,503,236
anon_S3584E,672,552,120
anon_S666E,-1,-1,na
anon_S751E,-1,-1,na
anon_S913E,532,532,0
anon_S5306E,632,632,0
anon_S4042E,769.9,577,192.9
anon_S5488E,485,485,0
anon_S1456E,740.79,548,192.79
anon_S2820E,858.18,506,352.18
anon_S3741E,894.76,-1,na
anon_S3714E,632,634,-2
anon_S2150E,620,635,-15
anon_S5361E,519,519,0
anon_S5582E,662,662,0
anon_S215E,-1,-1,na
anon_S1762E,674.96,697,-22.04
anon_S1789E,620,601,19
anon_S945E,507,507,0
anon_S4411E,683,505,178
anon_S1810E,792,599,193
anon_S6067E,575.85,563,12.85
anon_S2961E,731.98,-1,na
anon_S2251E,731.98,-1,na
anon_S4722E,-1,-1,na
anon_S248E,632,632,0
anon_S1661E,674.96,441,233.96
anon_S5964E,530,530,0
anon_S1250E,-1,-1,na
anon_S1205E,545,545,0
anon_S1062E,566,566,0
anon_S2776E,642,476,166
anon_S648E,520,520,0
anon_S620E,-1,-1,na
anon_S4668E,484,484,0
anon_S1301E,630,630,0
anon_S568E,659.23,380,279.23
anon_S2904E,728.44,-1,na
anon_S2526E,531.28,593,-61.72
anon_S4588E,440,440,0
anon_S4657E,620,498,122
anon_S1570E,866.13,629,237.13
anon_S1344E,610,610,0
anon_S1756E,792,531,261
anon_S3324E,696,666,30
anon_S3371E,677,-1,na
anon_S1367E,466,466,0
anon_S4748E,717.2,467,250.2
anon_S203E,830.09,625,205.09
anon_S2641E,891.96,321,570.96
anon_S3414E,709,609,100
anon_S3449E,601,626,-25
anon_S5775E,609,484,125
anon_S5797E,609,768,-159
anon_S635E,629,629,0
anon_S1028E,514,514,0
anon_S1093E,554,554,0
anon_S5834E,635,812,-177
anon_S294E,730.71,546,184.71
anon_S3684E,736.58,-1,na
anon_S672E,595,595,0
anon_S2402E,892.49,562,330.49
anon_S2001E,889.53,632,257.53
anon_S2599E,724.29,632,92.29
anon_S5019E,516,528,-12
anon_S5560E,637.17,663,-25.83
anon_S1454E,620,478,142
anon_S3171E,610,530,80
anon_S3426E,657.8,-1,na
anon_S943E,617,617,0
anon_S1173E,690,690,0
anon_S6041E,721.51,499,222.51
anon_S1188E,620,620,0
anon_S3545E,503,503,0
anon_S3483E,565,690,-125
anon_S3044E,711,616,95
anon_S3472E,664,524,140
anon_S3880E,566,494,72
anon_S121E,-1,-1,na
anon_S830E,-1,-1,na
anon_S1014E,646,646,0
anon_S5820E,-1,-1,na
anon_S39E,490,490,0
anon_S64E,747.44,664,83.44
anon_S2519E,664,526,138
anon_S5099E,405,405,0
anon_S3386E,899.48,702,197.48
anon_S5385E,605,605,0
anon_S2722E,531.28,479,52.28
anon_S2327E,700.05,588,112.05
anon_S3835E,651,674,-23
anon_S5845E,770,480,290
anon_S1514E,677,735,-58
anon_S5934E,564,564,0
anon_S1837E,849.65,-1,na
anon_S4348E,619,619,0
anon_S3954E,812,391,421
anon_S6009E,568,568,0
anon_S1108E,629,629,0
anon_S4486E,440,-1,na
anon_S2916E,849.83,591,258.83
anon_S6032E,-1,-1,na
anon_S730E,-1,-1,na
anon_S765E,612,612,0
anon_S3639E,879.91,536,343.91
anon_S1935E,706,625,81
anon_S1942E,889.87,552,337.87
anon_S2325E,747.44,520,227.44
anon_S3622E,617,-1,na
anon_S5546E,558,558,0
anon_S2389E,896.39,658,238.39
anon_S314E,745.37,-1,na
anon_S3352E,617,599,18
anon_S2352E,900,745,155
anon_S1555E,708,525,183
anon_S4146E,626,533,93
anon_S2631E,620,660,-40
anon_S2232E,849.65,505,344.65
anon_S1859E,626,494,132
anon_S4323E,601,590,11
anon_S2759E,849.83,469,380.83
anon_S1379E,756,756,0
anon_S2309E,588,590,-2
anon_S5683E,609,552,57
anon_S4862E,861.73,719,142.73
anon_S5912E,448,448,0
anon_S3615E,716,689,27
anon_S1781E,578.89,703,-124.11
anon_S4366E,629,629,0
anon_S2617E,657.8,455,202.8
anon_S2933E,731.98,-1,na
anon_S5883E,-1,-1,na
anon_S3265E,531.28,-1,na
anon_S1134E,714,714,0
anon_S1324E,315,315,0
anon_S1040E,652,652,0
anon_S4423E,698,564,134
anon_S3087E,849.65,490,359.65
anon_S3455E,661,-1,na
anon_S5932E,564,564,0
anon_S5669E,573,573,0
anon_S2133E,649,519,130
anon_S5616E,-1,-1,na
anon_S1226E,536,536,0
anon_S353E,699,699,0
anon_S3865E,602,380,222
anon_S3812E,626,629,-3
anon_S3338E,623,-1,na
anon_S3735E,623,-1,na
anon_S447E,558,558,0
anon_S3292E,649,665,-16
anon_S5506E,577,577,0
anon_S3243E,899.91,619,280.91
anon_S3238E,891.96,344,547.96
anon_S5180E,700,489,211
anon_S5326E,515,515,0
anon_S4120E,596,467,129
anon_S5170E,687,514,173
anon_S3560E,-1,-1,na
anon_S25E,812,812,0
anon_S4974E,828.3,541,287.3
anon_S6021E,-1,-1,na
anon_S5069E,620,-1,na
anon_S5756E,735.78,571,164.78
anon_S4212E,763,682,81
anon_S295E,899.86,703,196.86
anon_S3038E,588,520,68
anon_S3480E,664,471,193
anon_S3929E,657.8,575,82.8
anon_S1566E,620,675,-55
anon_S4624E,717.2,431,286.2
anon_S1639E,709,542,167
anon_S1404E,690,690,0
anon_S1473E,709,424,285
anon_S4674E,561,561,0
anon_S1740E,-1,-1,na
anon_S3643E,731.98,480,251.98
anon_S844E,655,655,0
anon_S811E,-1,-1,na
anon_S5003E,877.71,550,327.71
anon_S1381E,-1,-1,na
anon_S2796E,664,533,131
anon_S141E,664,664,0
anon_S589E,884.37,704,180.37
anon_S4816E,623,623,0
anon_S2020E,608,526,82
anon_S5985E,744.89,567,177.89
anon_S468E,707.89,455,252.89
anon_S4037E,724.29,524,200.29
anon_S6105E,-1,-1,na
anon_S2552E,569,569,0
anon_S1704E,725.21,543,182.21
anon_S5600E,899.45,656,243.45
anon_S1465E,744.05,704,40.05
anon_S509E,708,708,0
anon_S3138E,650,486,164
anon_S3183E,733.14,648,85.14
anon_S1357E,303,303,0
anon_S4543E,526,526,0
anon_S3974E,642,528,114
anon_S5203E,663,577,86
anon_S2046E,796.43,669,127.43
anon_S3065E,657.8,440,217.8
anon_S3012E,849.65,586,263.65
anon_S1874E,731.98,661,70.98
anon_S1829E,747.44,542,205.44
anon_S611E,513,513,0
anon_S5316E,478,478,0
anon_S5132E,-1,-1,na
anon_S82E,889.87,619,270.87
anon_S1127E,650,650,0
anon_S1680E,731.98,-1,na
anon_S779E,685,685,0
anon_S3804E,696,598,98
anon_S179E,900,729,171
anon_S432E,683,683,0
anon_S2845E,894.92,538,356.92
anon_S4387E,-1,-1,na
anon_S2492E,602,513,89
anon_S753E,605,605,0
anon_S782E,-1,-1,na
anon_S333E,547,547,0
anon_S5486E,-1,-1,na
anon_S3586E,578.89,619,-40.11
anon_S3152E,812,595,217
anon_S4829E,731.38,539,192.38
anon_S5871E,575.85,599,-23.15
anon_S2443E,709,303,406
anon_S2152E,620,537,83
anon_S2183E,725.21,532,193.21
anon_S2887E,899.87,661,238.87
anon_S5966E,545,545,0
anon_S947E,700,700,0
anon_S1760E,617,618,-1
anon_S3716E,724.29,525,199.29
anon_S5580E,690,690,0
anon_S2678E,669.96,516,153.96
anon_S5267E,744.89,558,186.89
anon_S5370E,899.22,574,325.22
anon_S1489E,578.89,546,32.89
anon_S1812E,899.48,637,262.48
anon_S4329E,657.8,494,163.8
anon_S1422E,721,721,0
anon_S1207E,-1,-1,na
anon_S2778E,657.8,537,120.8
anon_S2854E,695,657,38
anon_S1130E,621,621,0
anon_S394E,645,645,0
anon_S349E,831,831,0
anon_S3412E,849.65,520,329.65
anon_S4301E,601,-1,na
anon_S5657E,655,655,0
anon_S2520E,658,341,317
anon_S6015E,607,607,0
anon_S2214E,677,538,139
anon_S1163E,571,571,0
anon_S4298E,601,785,-184
anon_S4223E,647,569,78
anon_S4760E,694,-1,na
anon_S2178E,898.27,486,412.27
anon_S4096E,889.87,521,368.87
anon_S1238E,544,544,0
anon_S1965E,891.96,512,379.96
anon_S3326E,696,-1,na
anon_S3729E,893.28,651,242.28
anon_S4651E,620,611,9
anon_S4218E,632,498,134
anon_S201E,671,671,0
anon_S2643E,891.96,626,265.96
anon_S4051E,602,-1,na
anon_S1754E,731.98,628,103.98
anon_S5777E,575.85,-1,na
anon_S5795E,609,406,203
anon_S4245E,657.8,483,174.8
anon_S2574E,792,387,405
anon_S4058E,711,575,136
anon_S1722E,699,699,0
anon_S4837E,768,768,0
anon_S5528E,646,646,0
anon_S4880E,-1,-1,na
anon_S2007E,899.48,623,276.48
anon_S4176E,626,626,0
anon_S5832E,744.89,527,217.89
anon_S109E,572,572,0
anon_S3173E,650,-1,na
anon_S998E,553,553,0
